201204347,4514,98
201204347,4528,95
201204347,4540,99
201204347,4519,98
201204347,4530,73
201204347,4527,78
201204347,4522,74
201124660,4536,75
201124660,4549,72
201124660,4513,89
201124660,4541,95
201124660,4546,62
201124660,4523,97
201124660,4546,99
201413800,4541,69
201413800,4543,60
201413800,4505,92
201413800,4507,79
201413800,4541,82
201413800,4508,94
201413800,4502,91
201473296,4529,74
201473296,4513,76
201473296,4534,83
201473296,4543,67
201473296,4528,84
201473296,4541,67
201473296,4541,74
201393520,4540,98
201393520,4534,70
201393520,4525,71
201393520,4525,73
201393520,4506,97
201393520,4523,64
201393520,4544,83
200902293,4522,85
200902293,4527,83
200902293,4506,99
200902293,4535,91
200902293,4544,83
200902293,4509,71
200902293,4511,91
200863838,4532,63
200863838,4546,75
200863838,4515,74
200863838,4522,75
200863838,4525,97
200863838,4528,92
200863838,4521,99
200864989,4520,85
200864989,4540,84
200864989,4511,100
200864989,4548,86
200864989,4540,61
200864989,4509,81
200864989,4547,62
201570672,4521,87
201570672,4543,90
201570672,4502,90
201570672,4514,79
201570672,4530,79
201570672,4516,81
201570672,4522,67
201569083,4520,69
201569083,4544,77
201569083,4526,70
201569083,4517,75
201569083,4524,100
201569083,4550,95
201569083,4505,88
201771830,4543,65
201771830,4525,80
201771830,4502,80
201771830,4509,93
201771830,4510,92
201771830,4537,71
201771830,4510,97
201595193,4516,95
201595193,4505,75
201595193,4541,61
201595193,4529,79
201595193,4528,78
201595193,4505,87
201595193,4518,89
201220516,4534,71
201220516,4518,67
201220516,4533,88
201220516,4543,67
201220516,4531,63
201220516,4506,77
201220516,4509,67
201683138,4532,78
201683138,4541,87
201683138,4528,80
201683138,4530,64
201683138,4540,89
201683138,4523,81
201683138,4546,83
201060599,4538,98
201060599,4541,83
201060599,4526,93
201060599,4502,62
201060599,4531,97
201060599,4536,64
201060599,4515,87
201543498,4533,82
201543498,4525,68
201543498,4536,79
201543498,4544,68
201543498,4542,62
201543498,4504,74
201543498,4520,70
201606673,4514,89
201606673,4528,91
201606673,4528,85
201606673,4531,85
201606673,4513,60
201606673,4532,96
201606673,4528,98
201263198,4530,84
201263198,4508,80
201263198,4546,71
201263198,4503,96
201263198,4531,79
201263198,4546,62
201263198,4526,92
201213819,4541,98
201213819,4522,79
201213819,4517,95
201213819,4506,88
201213819,4534,67
201213819,4524,68
201213819,4512,61
200998117,4510,76
200998117,4511,75
200998117,4548,86
200998117,4506,97
200998117,4537,73
200998117,4508,68
200998117,4543,84
201079209,4545,63
